service_code,prefix_type,hierarchy_idx,global_idx,description
14.1.2.5.,5,93,295,14.1.2.5. Электростимуляция мышц
14.1.2.5.1.,5,93,296,14.1.2.5.1. Электростимуляция желудочно-кишечного тракта
14.1.2.5.10.,5,93,297,""14.1.2.5.10. Электростимуляция лицевого и/или тройничного нервов
14.1.2.5.11.,5,93,298,14.1.2.5.11. Электростимуляция
14.1.2.5.12.,5,93,299,14.1.2.5.12. Электростимуляция с использованием биологической обратной связи
14.1.2.5.2.,5,93,300,14.1.2.5.2. Электростимуляция шейки матки
14.1.2.5.3.,5,93,301,14.1.2.5.3. Многофункциональная электростимуляция мышц
14.1.2.5.4.,5,93,302,14.1.2.5.4. Электростимуляция двигательных нервов
14.1.2.5.5.,5,93,303,14.1.2.5.5. Электростимуляция зрительного нерва
14.1.2.5.6.,5,93,304,14.1.2.5.6. Электростимуляция цилиарного тела
14.1.2.5.7.,5,93,305,14.1.2.5.7. Электростимуляция мочеточников при заболеваниях почек и мочевыделительного тракта
14.1.2.5.8.,5,93,306,14.1.2.5.8. Электростимуляция мочевого пузыря
14.1.2.5.9.,5,93,307,14.1.2.5.9. Чрескожная короткоимпульсная электростимуляция (ЧЭНС)
14.1.3.,5,93,308,14.1.3. УЛЬТРАЗВУК
14.1.3.1.,5,93,309,14.1.3.1. Высокоинтенсивная фокусированная ультразвуковая терапия рака предстательной железы
14.1.3.1.1.,5,93,310,14.1.3.1.1. Ультразвуковое лечение кожи
14.1.3.1.10.,5,93,311,14.1.3.1.10. Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях молочной железы
14.1.3.1.11.,5,93,312,14.1.3.1.11. Воздействие ультразвуковом при заболеваниях желез внутренней секреции
14.1.3.1.12.,5,93,313,14.1.3.1.12. Воздействие ультразвуковое при заболеваниях центральной нервной системы и головного мозга
14.1.3.1.13.,5,93,314,14.1.3.1.13. Воздействие ультразвуковое при заболеваниях периферической нервной системы
14.1.3.1.14.,5,93,315,14.1.3.1.14. Воздействие ультразвуковое при заболеваниях органов зрения
14.1.3.1.15.,5,93,316,14.1.3.1.15. Воздействие ультразвуковое при заболеваниях почек и мочевыделительного тракта
14.1.3.1.16.,5,93,317,14.1.3.1.16. Высокоинтенсивная фокусированная ультразвуковая абляция опухоли почки
14.1.3.1.17.,5,93,318,14.1.3.1.17. Высокоинтенсивное сфокусированное ультразвуковое воздействие
14.1.3.1.18.,5,93,319,14.1.3.1.18. Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях костно-мышечной системы и суставов
14.1.3.1.19.,5,93,320,14.1.3.1.19. Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях забрюшинного пространства
14.1.3.1.2.,5,93,321,14.1.3.1.2. Воздействие ультразвуком при заболеваниях суставов
14.1.3.1.20.,5,93,322,14.1.3.1.20. Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях брюшины
14.1.3.1.21.,5,93,323,14.1.3.1.21. Сочетанное воздействие импульсных токов и ультразвуковой терапии
14.1.3.1.3.,5,93,324,14.1.3.1.3. Воздействие ультразвуком на область десен
14.1.3.1.4.,5,93,325,14.1.3.1.4. Воздействие ультразвуком при заболеваниях верхних дыхательных путей
14.1.3.1.5.,5,93,326,14.1.3.1.5. Воздействие ультразвуком при заболеваниях крупных кровеносных сосудов
14.1.3.1.6.,5,93,327,14.1.3.1.6. Воздействие ультразвуком при заболеваниях печени и желчевыводящих путей
14.1.3.1.7.,5,93,328,14.1.3.1.7. Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях печени и желчевыводящих путей
14.1.3.1.8.,5,93,329,14.1.3.1.8. Высокоинтенсивное сфокусированное ультразвуковое воздействие при новообразованиях желчного пузыря
14.1.3.1.9.,5,93,330,""14.1.3.1.9. Воздействие ультразвуком при заболеваниях пищевода
14.1.3.2.,5,93,331,14.1.3.2. Ультрафонофорез лекарственный
14.1.3.2.1.,5,93,332,14.1.3.2.1. Ультрафонофорез лекарственный кожи
14.1.3.2.10.,5,93,333,14.1.3.2.10. Ректальный ультрафонофорез при заболеваниях сигмовидной и прямой кишки
14.1.3.2.11.,5,93,334,14.1.3.2.11. Внутривлагалищный ультрафонофорез при заболеваниях женских половых органов
14.1.3.2.12.,5,93,335,14.1.3.2.12. Ректальный ультрафонофорез при заболеваниях мужских половых органов
14.1.3.2.13.,5,93,336,14.1.3.2.13. Лекарственный ультрафонофорез при заболеваниях желез внутренней секреции
14.1.3.2.14.,5,93,337,14.1.3.2.14. Лекарственный ультрафонофорез при заболеваниях центральной нервной системы и головного мозга
14.1.3.2.15.,5,93,338,14.1.3.2.15. Лекарственный ультрафонофорез при заболеваниях периферической нервной системы
14.1.3.2.16.,5,93,339,14.1.3.2.16. Ультрафонофорез препаратов при заболеваниях органов зрения
14.1.3.2.17.,5,93,340,14.1.3.2.17. Ультрафонофорез лекарственных препаратов при заболеваниях почек и мочевыделительного тракта
14.1.3.2.18.,5,93,341,14.1.3.2.18. Сочетанное воздействие импульсных токов и фонофорез лекарственных веществ
14.1.3.2.2.,5,93,342,14.1.3.2.2. Ультрафонофорез лекарственный при заболеваниях мышц
14.1.3.2.3.,5,93,343,14.1.3.2.3. Ультрафонофорез лекарственный при заболеваниях суставов
14.1.3.2.4.,5,93,344,14.1.3.2.4. Ультрафонофорез лекарственных препаратов на область десен
14.1.3.2.5.,5,93,345,14.1.3.2.5. Ультрафонофорез лекарственный при заболеваниях верхних дыхательных путей
14.1.3.2.6.,5,93,346,14.1.3.2.6. Ультрафонофорез лекарственный при заболеваниях нижних дыхательных путей
14.1.3.2.7.,5,93,347,14.1.3.2.7. Ультрафонофорез лекарственный при заболеваниях крупных кровеносных сосудов
14.1.3.2.8.,5,93,348,14.1.3.2.8. Ультрафонофорез лекарственный при заболеваниях печени и желчевыводящих путей
14.1.3.2.9.,5,93,349,""14.1.3.2.9. Лекарственный ультрафонофорез при заболеваниях пищевода
14.1.3.3.,5,93,350,14.1.3.3. Инфракрасное излучение
14.1.3.4.,5,93,351,14.1.3.4. Видимое излучение
14.1.3.4.1.,5,93,352,14.1.3.4.1. Воздействие излучением видимого диапазона через зрительный анализатор (цветоимпульсная терапия)
14.1.4.,5,93,353,14.1.4. ИНГАЛЯЦИИ
14.1.4.1.,5,93,354,14.1.4.1. Галоингаляционная терапия при заболеваниях нижних дыхательных путей
14.1.4.1.1.,5,93,355,14.1.4.1.1. Ингаляция карбогена при заболеваниях органа зрения
14.1.4.1.2.,5,93,356,14.1.4.1.2. Ингаляционное введение антибактериальных лекарственных препаратов при кистозном фиброзе (муковисцидозе)
14.1.4.2.,5,93,357,14.1.4.2. Наружное применение газовой озонокислородной смеси
14.1.4.2.1.,5,93,358,14.1.4.2.1. Лечебная рекомпрессия по кислородным режимам
