mkb_code,letter_idx,hierarchy_idx,global_idx,description
B05.1,3,13,497,"Корь, осложненная менингитом (G02.0*)"
B05.2,3,13,498,"Корь, осложненная пневмонией (J17.1*)"
B05.3,3,13,499,"Корь, осложненная средним отитом (H67.1*)"
B05.4,3,13,500,Корь с кишечными осложнениями
B05.8,3,13,501,Корь с другими осложнениями
B05.9,3,13,502,Корь без осложнений
B06,3,13,503,Краснуха [немецкая корь]
B06.0,3,13,504,Краснуха с неврологическими осложнениями
B06.8,3,13,505,Краснуха с другими осложнениями
B06.9,3,13,506,Краснуха без осложнений
B07,3,13,507,Вирусные бородавки
B08,3,13,508,"Другие вирусные инфекции, характеризующиеся поражениями кожи и слизистых оболочек, не классифицированные в других рубриках"
B08.0,3,13,509,"Другие инфекции, вызванные ортопоксвирусом"
B08.1,3,13,510,Контагиозный моллюск
B08.2,3,13,511,Экзантема внезапная (шестая болезнь)
B08.3,3,13,512,Эритема инфекционная (пятая болезнь)
B08.4,3,13,513,Энтеровирусный везикулярный стоматит с экзантемой
B08.5,3,13,514,Энтеровирусный везикулярный фарингит
B08.8,3,13,515,"Другие уточненные инфекции, характеризующиеся поражением кожи и слизистых оболочек"
B09,3,13,516,"Вирусная инфекция, характеризующаяся поражением кожи и слизистых оболочек, неуточненная"
B15,3,14,517,Острый гепатит A
B15.0,3,14,518,Гепатит A с печеночной комой
B15.9,3,14,519,Гепатит A без печеночной комы
B16,3,14,520,Острый гепатит B
B16.0,3,14,521,Острый гепатит B с дельта-агентом (коинфекция) и печеночной комой
B16.1,3,14,522,Острый гепатит B с дельта-агентом (коинфекция) без печеночной комы
B16.2,3,14,523,Острый гепатит B без дельта-агента с печеночной комой
B16.9,3,14,524,Острый гепатит B без дельта-агента и без печеночной комы
B17,3,14,525,Другие острые вирусные гепатиты
B17.0,3,14,526,Острая дельта (супер)-инфекция при хроническом гепатите B
B17.1,3,14,527,Острый гепатит C
B17.2,3,14,528,Острый гепатит E
B17.8,3,14,529,Другие уточненные острые вирусные гепатиты
B17.9,3,14,530,Острый вирусный гепатит неуточненный
B18,3,14,531,Хронический вирусный гепатит
B18.0,3,14,532,Хронический вирусный гепатит B с дельта-агентом
B18.1,3,14,533,Хронический вирусный гепатит B без дельта-агента
B18.2,3,14,534,Хронический вирусный гепатит C
B18.8,3,14,535,Другой хронический вирусный гепатит
B18.9,3,14,536,Хронический вирусный гепатит неуточненный
B19,3,14,537,Вирусный гепатит неуточненный
B19.0,3,14,538,Неуточненный вирусный гепатит с печеночной комой
B19.9,3,14,539,Неуточненный вирусный гепатит без печеночной комы
B20,3,15,540,"Болезнь, вызванная вирусом иммунодефицита человека [ВИЧ], проявляющаяся в виде инфекционных и паразитарных болезней"
B20.0,3,15,541,"Болезнь, вызванная ВИЧ, с проявлениями микобактериальной инфекции"
B20.1,3,15,542,"Болезнь, вызванная ВИЧ, с проявлениями других бактериальных инфекций"
B20.2,3,15,543,"Болезнь, вызванная ВИЧ, с проявлениями цитомегаловирусного заболевания"
B20.3,3,15,544,"Болезнь, вызванная ВИЧ, с проявлениями других вирусных инфекций"
B20.4,3,15,545,"Болезнь, вызванная ВИЧ, с проявлениями кандидоза"
